P,o,i,n,t, ,#
0,77
77,75
75,82
82,71
71,78
78,77
77,72
72,81
81,69
69,83
83,68
68,166
166,70
70,79
79,73
73,75
75,175
175,79
79,66
66,162
162,163
163,67
67,84
84,65
65,161
161,162
162,63
63,159
159,59
59,157
157,58
58,159
159,160
160,65
65,164
164,64
64,166
166,69
69,82
82,68
68,168
168,71
71,72
72,169
169,69
69,162
162,164
164,67
67,162
162,70
70,81
81,173
173,76
76,176
176,74
74,171
171,69
69,109
109,108
108,107
107,32
32,112
112,113
113,35
35,115
115,27
27,108
108,29
29,114
114,31
31,111
111,30
30,114
114,34
34,116
116,36
36,112
112,78
78,77
77,177
177,79
79,113
113,37
37,120
120,42
42,157
157,60
60,158
158,61
61,160
160,56
56,157
157,55
55,158
158,159
159,64
64,170
170,73
73,109
109,28
28,115
115,33
33,109
109,70
70,167
167,72
72,110
110,22
22,100
100,20
20,97
97,18
18,101
101,23
23,99
99,21
21,105
105,25
25,114
114,38
38,163
163,68
68,88
88,7
7,84
84,4
4,86
86,8
8,89
89,6
6,83
83,9
9,70
70,174
174,72
72,172
172,75
75,119
119,40
40,164
164,39
39,109
109,34
34,107
107,65
65,168
168,59
59,161
161,160
160,49
49,163
163,44
44,158
158,62
62,85
85,5
5,87
87,10
10,84
84,26
26,106
106,38
38,116
116,32
32,118
118,36
36,163
163,66
66,113
113,39
39,104
104,24
24,113
113,72
72,165
165,63
63,83
83,14
14,95
95,16
16,96
96,15
15,94
94,13
13,81
81,80
80,71
71,171
171,66
66,161
161,41
41,121
121,38
38,161
161,57
57,157
157,158
158,54
54,146
146,53
53,145
145,52
52,143
143,51
51,141
141,50
50,139
139,49
49,134
134,81
81,23
23,103
103,33
33,112
112,77
77,76
76,115
115,74
74,15
15,110
110,111
111,79
79,178
178,81
81,19
19,77
77,11
11,93
93,67
67,109
109,30
30,117
117,41
41,159
159,43
43,125
125,42
42,164
164,69
69,118
118,44
44,128
128,46
46,156
156,157
157,32
32,155
155,57
57,165
165,84
84,2
2,82
82,166
166,40
40,109
109,62
62,90
90,9
9,96
96,12
12,71
71,16
16,75
75,168
168,46
46,130
130,47
47,156
156,48
48,132
132,47
47,162
162,56
56,149
149,55
55,148
148,54
54,111
111,26
26,99
99,35
35,165
165,37
37,117
117,70
70,123
123,43
43,167
167,68
68,124
124,67
67,173
173,73
73,108
108,71
71,114
114,23
23,112
112,59
59,158
158,82
82,17
17,100
100,14
14,102
102,162
162,156
156,36
36,106
106,31
31,112
112,25
25,81
81,3
3,85
85,11
11,88
88,60
60,116
116,77
77,7
7,70
70,0
0,65
65,119
119,34
34,163
163,46
46,158
158,160
160,62
62,112
112,13
13,70
70,115
115,40
40,155
155,44
44,164
164,84
84,24
24,109
109,12
12,89
89,25
25,98
98,164
164,82
82,18
18,104
104,167
167,100
100,168
168,82
82,176
176,103
103,29
29,110
110,66
66,159
159,45
45,129
129,70
70,131
131,66
66,2
2,52
52,144
144,53
53,142
142,51
51,139
139,81
81,26
26,80
80,179
179,86
86,28
28,152
152,55
55,7
7,73
73,113
113,41
41,108
108,60
60,79
79,21
21,85
85,170
170,69
69,119
119,72
72,8
8,144
144,98
98,31
31,159
159,101
101,34
34,160
160,60
60,167
167,105
105,27
27,26
26,24
24,22
22,102
102,172
172,79
79,0
0,1
1,65
65,4
4,2
2,146
146,163
163,164
164,145
145,81
81,136
136,50
50,138
138,49
49,135
135,132
132,89
89,5
5,6
6,80
80,123
123,124
124,46
46,45
45,154
154,153
153,56
56,151
151,149
149,147
147,54
54,76
76,177
177,176
176,133
133,48
48,136
136,137
137,138
138,139
139,140
140,141
141,142
142,143
143,69
69,8
8,9
9,68
68,134
134,91
91,61
61,162
162,163
163,85
85,167
167,165
165,41
41,153
153,35
35,118
118,79
79,128
128,71
71,175
175,173
173,170
170,106
106,111
111,80
80,173
173,121
121,122
122,40
40,39
39,157
157,33
