P,o,i,n,t, ,#
0,77
77,14
14,90
90,17
17,91
91,18
18,92
92,17
17,89
89,12
12,88
88,16
16,87
87,10
10,88
88,17
17,165
165,69
69,166
166,68
68,161
161,67
67,160
160,66
66,159
159,67
67,99
99,19
19,98
98,66
66,158
158,13
13,76
76,14
14,89
89,16
16,90
90,15
15,161
161,66
66,99
99,20
20,101
101,68
68,165
165,91
91,16
16,86
86,9
9,87
87,17
17,166
166,70
70,167
167,69
69,168
168,70
70,169
169,19
19,168
168,72
72,175
175,25
25,176
176,94
94,175
175,24
24,174
174,71
71,171
171,80
80,3
3,85
85,7
7,84
84,4
4,85
85,8
8,86
86,5
5,83
83,2
2,78
78,14
14,77
77,13
13,89
89,15
15,163
163,68
68,164
164,91
91,17
17,167
167,18
18,93
93,59
59,92
92,17
17,169
169,74
74,1
1,34
34,2
2,36
36,3
3,81
81,172
172,22
22,104
104,21
21,103
103,20
20,100
100,19
19,97
97,65
65,160
160,67
67,100
100,68
68,162
162,15
15,86
86,6
6,84
84,2
2,37
37,3
3,40
40,121
121,41
41,4
4,82
82,172
172,71
71,173
173,23
23,174
174,22
22,103
103,70
70,170
170,20
20,171
171,79
79,170
170,19
19,96
96,18
18,95
95,176
176,26
26,177
177,28
28,178
178,73
73,179
179,30
30,178
178,29
29,179
179,31
31,0
0,110
110,74
74,13
13,76
76,179
179,82
82,1
1,83
83,6
6,133
133,66
66,97
97,18
18,168
168,71
71,167
167,92
92,58
58,91
91,56
56,90
90,164
164,16
16,165
165,69
69,102
102,21
21,172
172,70
70,173
173,22
22,105
105,71
71,104
104,23
23,175
175,93
93,60
60,94
94,176
176,72
72,106
106,179
179,28
28,0
0,109
109,74
74,168
168,73
73,108
108,0
0,32
32,1
1,77
77,170
170,76
76,0
0,33
33,1
1,35
35,2
2,79
79,14
14,160
160,68
68,167
167,72
72,177
177,27
27,176
176,24
24,177
177,73
73,107
107,72
72,178
178,95
95,62
62,94
94,18
18,90
90,163
163,16
16,88
88,11
11,89
89,52
52,7
7,137
137,22
22,175
175,71
71,169
169,20
20,102
102,70
70,171
171,81
81,15
15,77
77,116
116,25
25,177
177,94
94,61
61,93
93,173
173,81
81,4
4,42
42,122
122,41
41,5
5,84
84,3
3,38
38,120
120,39
39,4
4,43
43,123
123,44
44,5
5,97
97,64
64,96
96,63
63,95
95,179
179,109
109,31
31,1
1,113
113,76
76,114
114,77
77,16
16,166
166,91
91,57
57,92
92,16
16,95
95,0
0,83
83,172
172,80
80,14
14,159
159,65
65,157
157,13
13,156
156,66
66,160
160,13
13,90
90,54
54,89
89,53
53,157
157,12
12,154
154,11
11,151
151,10
10,88
88,50
50,126
126,4
4,80
80,170
170,18
18,166
166,69
69,101
101,21
21,171
171,19
19,93
93,168
168,92
92,175
175,73
73,0
0,82
82,2
2,74
74,177
177,95
95,19
19,102
102,18
18,98
98,8
8,142
142,85
85,6
6,49
49,125
125,48
48,87
87,47
47,6
6,134
134,19
19,99
99,10
10,76
76,12
12,90
90,55
55,8
8,141
141,7
7,138
138,23
23,105
105,21
21,173
173,85
85,42
42,123
123,45
45,124
124,47
47,86
86,45
45,5
5,131
131,65
65,98
98,7
7,51
51,88
88,174
174,72
72,105
105,179
179,75
75,112
112,1
1,78
78,119
119,2
2,96
96,3
3,121
121,39
39,84
84,15
15,91
91,175
175,95
95,64
64,154
154,65
65,158
158,62
62,10
10,148
148,44
44,86
86,9
9,144
144,8
8,87
87,5
5,82
82,15
15,94
94,19
19,133
133,5
5,129
129,81
81,14
14,161
161,69
69,169
169,75
75,13
13,88
88,49
49,87
87,10
10,149
149,9
9,145
145,41
41,85
85,143
143,8
8,56
56,9
9,146
146,42
42,5
5,132
132,66
66,162
162,14
14,85
85,5
5,43
43,122
122,79
79,3
3,39
39,83
83,36
36,1
1,110
110,33
33,82
82,3
3,122
122,40
40,4
4,125
125,80
80,176
176,73
73,169
169,92
92,166
166,71
71,103
103,178
178,75
75,111
111,0
0,30
30,108
108,179
179,110
110,75
75,171
171,78
78,164
164,67
67,163
163,89
89,174
174,93
93,17
17,96
96,1
1,84
84,139
139,7
7,83
83,135
135,6
6,48
48,7
7,88
88,52
52,127
127,51
51,126
126,49
49,7
7,136
136,21
21,100
100,69
69,170
170,78
78,118
118,2
2,117
117,77
77,115
115,24
24,105
105,73
73,163
163,91
91,165
165,15
15,164
164,77
77,13
13,159
159,64
64,10
10,86
86,46
46,124
124,44
44,85
85,15
15,83
83,37
37,113
113,35
35,83
83,173
173,72
72,170
170,74
74,108
108,29
29,81
81,178
178,26
26,106
106,21
21,135
135,20
20,101
101,16
16,76
76,11
11,152
152,10
10,63
63,94
94,178
178,27
27,107
107,28
28,108
108,75
75,6
6,97
97,4
4,127
127,81
81,5
5,130
130,53
53,8
8,140
140,7
7,50
50,87
87,11
11,99
99,68
68,166
166,67
67,98
98,20
20,172
172,72
72,104
104,178
178,102
102,21
21,170
170,71
71,174
174,87
87,12
12,155
155,65
65,96
96,179
179,107
107,0
0,110
110,32
32,82
82,132
132,6
6,46
46,5
5,134
134,20
20,104
104,22
22,136
136,6
6,98
98,9
9,59
59,10
10,147
147,43
43,85
85,144
144,40
40,84
84,138
138,6
6,45
45,85
85,9
9,60
60,92
92,18
18,169
169,76
76,112
112,0
0,74
74,176
176,82
82,34
34,111
111,1
1,79
79,121
121,2
2,38
38,84
84,173
173,86
86,145
145,73
73,106
106,25
25,117
117,78
78,162
162,81
81,30
30,109
109,73
73,1
1,114
114,38
38,4
4,124
124,80
80,25
25,174
174,90
90,165
165,92
92,14
14,93
93,167
167,70
70,101
101,178
178,82
82,171
171,69
69,162
162,90
90,175
175,26
26,80
80,173
173,87
87,163
163,75
75,8
8,54
54,157
157,61
61,10
10,85
85,141
141,71
71,102
102,177
177,75
75,147
147,42
42,84
84,137
137,6
6,44
44,120
120,3
3,123
123,46
46,125
125,47
47,152
152,30
30,1
1,115
115,76
76,150
150,87
87,16
16,167
167,91
91,55
55,89
89,12
12,156
156,52
52,128
128,81
81,179
179,32
32,2
2,78
78,120
120,79
79,15
15,78
78,0
0,96
96,176
176,23
23,137
137,68
68,11
11,153
153,12
12,77
77,161
161,67
67,136
136,83
83,3
3,74
74,14
14,86
86,147
147,9
9,58
58,138
138,8
8,99
99,9
9,57
57,158
158,14
14,163
163,86
86,4
4,128
128,64
64,155
155,88
88,53
53,7
7,142
142,72
72,169
169,107
107,74
74,146
146,86
86,7
7,75
75,172
172,84
84,41
41,146
146,62
62,163
163,74
74,4
4,130
130,65
