P,o,i,n,t,s,:,1,8,0, ,S,e,g,m,e,n,t,s,:,4,0,0,0, ,A,l,p,h,a,:,0,.,1,5
P,o,i,n,t, ,#
0,128
128,116
116,115
115,107
107,119
119,120
120,121
121,124
124,106
106,103
103,117
117,118
118,127
127,105
105,116
116,96
96,101
101,121
121,97
97,125
125,126
126,96
96,51
51,45
45,47
47,48
48,46
46,50
50,44
44,52
52,55
55,44
44,57
57,45
45,54
54,46
46,64
64,44
44,31
31,35
35,37
37,31
31,38
38,30
30,39
39,33
33,32
32,34
34,35
35,34
34,37
37,32
32,31
31,41
41,29
29,40
40,32
32,31
31,42
42,28
28,43
43,58
58,44
44,61
61,45
45,66
66,44
44,62
62,63
63,45
45,56
56,57
57,60
60,46
46,71
71,45
45,75
75,46
46,79
79,47
47,49
49,56
56,46
46,80
80,47
47,85
85,48
48,89
89,117
117,135
135,115
115,112
112,108
108,132
132,131
131,128
128,101
101,117
117,91
91,49
49,62
62,55
55,50
50,52
52,64
64,48
48,49
49,74
74,45
45,65
65,44
44,30
30,40
40,150
150,35
35,36
36,33
33,149
149,35
35,152
152,34
34,150
150,36
36,156
156,35
35,148
148,36
36,155
155,35
35,151
151,41
41,149
149,37
37,38
38,151
151,39
39,148
148,40
40,149
149,36
36,157
157,35
35,153
153,37
37,151
151,34
34,33
33,153
153,40
40,147
147,38
38,150
150,41
41,148
148,34
34,154
154,35
35,158
158,36
36,152
152,38
38,148
148,37
37,155
155,34
34,156
156,39
39,150
150,37
37,146
146,39
39,149
149,34
34,153
153,36
36,159
159,41
41,147
147,35
35,146
146,41
41,152
152,37
37,157
157,38
38,144
144,34
34,157
157,41
41,165
165,42
42,164
164,40
40,152
152,39
39,154
154,36
36,160
160,40
40,145
145,36
36,151
151,42
42,150
150,33
33,32
32,31
31,39
39,147
147,123
123,99
99,100
100,122
122,92
92,95
95,127
127,134
134,124
124,98
98,112
112,102
102,120
120,106
106,107
107,85
85,84
84,47
47,70
70,45
45,76
76,79
79,49
49,69
69,45
45,72
72,50
50,61
61,56
56,89
89,96
96,128
128,133
133,106
106,76
76,75
75,48
48,88
88,86
86,47
47,82
82,84
84,49
49,63
63,53
53,52
52,51
51,68
68,47
47,73
73,45
45,77
77,104
104,87
87,118
118,119
119,134
134,138
138,114
114,113
113,82
82,81
81,46
46,69
69,50
50,93
93,116
116,136
136,113
113,97
97,127
127,141
141,123
123,90
90,50
50,78
78,112
112,84
84,118
118,142
142,37
37,145
145,41
41,156
156,38
38,153
153,41
41,166
166,42
42,29
29,45
45,67
67,52
52,95
95,72
72,108
108,110
110,111
111,112
112,89
89,73
73,107
107,75
75,88
88,124
124,125
125,100
100,129
129,140
140,133
133,120
120,126
126,98
98,99
99,52
52,78
78,48
48,47
47,64
64,94
94,128
128,113
113,139
139,138
138,118
118,83
83,50
50,94
94,79
79,81
81,114
114,76
76,54
54,62
62,96
96,53
53,101
101,102
102,103
103,110
110,91
91,90
90,68
68,69
69,106
106,78
78,103
103,54
54,66
66,48
48,81
81,119
119,136
136,137
137,115
115,102
102,124
124,146
146,40
40,151
151,43
43,150
150,32
32,151
151,33
33,154
154,37
37,158
158,40
40,162
162,39
39,145
145,35
35,159
159,37
37,144
144,142
142,38
38,149
149,42
42,163
163,38
38,143
143,21
21,146
146,34
34,147
147,37
37,156
156,42
42,167
167,40
40,154
154,38
38,146
146,36
36,161
161,112
112,74
74,70
70,44
44,71
71,109
109,128
128,144
144,145
145,125
125,89
89,51
51,93
93,55
55,56
56,92
92,117
117,116
116,170
170,117
117,86
86,85
85,111
111,139
139,141
141,14
14,140
140,117
117,95
95,63
63,65
65,51
51,82
82,54
54,101
101,70
70,89
89,60
60,58
58,57
57,81
81,73
73,98
98,129
129,94
94,54
54,102
102,53
53,84
84,61
61,99
99,110
110,71
71,100
100,55
55,75
75,74
74,92
92,127
127,126
126,142
142,34
34,143
143,39
39,25
25,148
148,33
33,155
155,41
41,144
144,40
40,166
166,115
115,97
97,53
53,88
88,57
57,91
91,121
121,122
122,123
123,148
148,146
146,120
120,86
86,48
48,49
49,90
90,124
124,95
95,51
51,92
92,66
66,68
68,107
107,108
108,137
137,10
10,139
139,12
12,140
140,36
36,162
162,41
41,158
158,38
38,26
26,43
43,152
152,44
44,153
153,42
42,148
148,122
122,96
96,131
131,132
132,133
133,104
104,105
105,109
109,150
150,148
148,24
24,40
40,157
157,44
44,68
68,50
50,73
73,112
112,113
113,164
164,114
114,142
142,19
19,144
144,23
23,147
147,33
33,152
152,32
32,149
149,43
43,167
167,114
114,163
163,41
41,154
154,42
42,168
168,47
47,83
83,88
88,61
61,60
60,100
100,53
53,54
54,98
98,111
111,76
76,87
87,113
113,77
77,46
46,65
65,56
56,99
99,121
121,135
135,8
8,139
139,130
130,129
129,147
147,119
119,115
115,141
141,37
37,27
27,149
149,107
107,136
136,9
9,138
138,34
34,145
145,38
38,161
161,37
37,163
163,112
112,142
142,36
36,30
30,147
147,22
22,143
143,35
35,138
138,105
105,70
70,69
69,102
102,88
88,49
49,77
77,98
98,62
62,61
61,97
97,78
78,86
86,123
123,124
124,176
176,125
125,133
133,100
100,120
120,82
82,56
56,73
73,94
94,91
91,127
127,178
178,128
128,95
95,126
126,90
90,55
55,104
104,54
54,105
105,131
131,4
4,132
132,115
115,75
75,104
104,65
65,93
93,54
54,55
55,86
86,58
58,59
59,60
60,51
51,94
94,57
57,64
64,82
82,46
46,45
45,153
153,39
39,166
166,114
114,162
162,42
42,158
158,39
39,144
144,20
20,141
141,18
18,145
145,146
146,33
33,34
34,139
139,16
16,143
143,40
40,165
165,113
113,160
160,37
37,140
140,120
120,104
104,70
70,111
111,110
110,152
152,150
150,44
44,72
72,73
73,113
113,144
144,36
36,163
163,40
40,155
155,154
154,44
44,151
151,108
108,67
67,47
47,76
76,100
100,54
54,95
95,96
96,56
56,103
103,55
55,98
98,52
52,90
90,119
119,142
142,128
128,151
151,29
29,37
37,164
164,39
39,159
159,38
38,22
22,42
42,152
152,124
124,143
143,117
117,171
171,118
118,79
79,85
85,121
121,149
149,44
44,156
156,157
157,42
42,161
161,41
41,23
23,143
143,41
41,164
164,115
115,106
106,146
146,32
32,31
31,148
148,108
108,68
68,81
81,103
103,66
66,67
67,44
44,155
155,39
39,165
165,115
115,138
138,137
137,136
136,15
15,144
144,13
13,137
137,34
34,35
35,142
142,110
110,75
75,59
59,90
90,67
67,109
109,79
79,57
57,92
92,49
49,48
48,47
47,169
169,116
116,145
145,105
105,55
55,101
101,99
99,71
71,72
72,61
61,101
101,138
138,126
126,177
177,127
127,179
179,129
129,93
93,59
59,85
85,123
123,104
104,135
135,133
133,7
7,136
136,16
16,39
39,26
26,148
148,43
43,153
153,154
154,45
45,78
78,46
46,168
168,114
114,72
72,98
98,56
56,57
57,108
108,150
150,26
26,149
149,109
109,134
134,98
98,65
65,105
105,58
58,76
76,91
91,50
50,51
51,52
52,77
77,109
109,154
154,32
32,33
33,144
144,28
28,143
143,37
37,139
